x (m)		I/Io		mu_T
5.996		0.01081		2.39473
5.998		0.0108		0.602664
6		0.01079		1.1554
6.002		0.01075		0.78619
6.004		0.01074		7.07921
6.006		0.01073		0.827483
6.008		0.01073		0.517379
6.01		0.01072		0.472577
6.012		0.0107		0.621017
6.014		0.01069		0.663929
6.016		0.01068		1.20533
6.018		0.01065		0.611571
6.02		0.01063		0.621017
6.022		0.0106		2.58447
6.024		0.01059		0.663929
6.026		0.01059		1.10979
6.028		0.01059		0.652324
6.03		0.01058		0.930041
6.032		0.01058		1.31868
6.034		0.01057		1.10979
6.036		0.01057		0.930041
6.038		0.01054		2.07707
6.04		0.01053		2.39473
6.042		0.01052		2.58447
6.044		0.0105		0.586201
6.046		0.01049		3.04436
6.048		0.01047		0.749754
6.05		0.01046		1.62123
6.052		0.01044		1.10979
6.054		0.01044		2.22659
6.056		0.01044		0.676344
6.058		0.01043		0.78619
6.06		0.01043		0.631003
6.062		0.01042		1.82446
6.064		0.01041		2.58447
6.066		0.01038		0.78619
6.068		0.01037		1.53405
6.07		0.01036		10.7686
6.072		0.01035		4.01866
6.074		0.01034		1.06795
6.076		0.01032		0.652324
6.078		0.01029		0.448827
6.08		0.01028		0.49066
6.082		0.01026		0.993465
6.084		0.01025		0.78619
6.086		0.01025		0.960539
6.088		0.01025		2.58447
6.09		0.01025		4.95518
6.092		0.01025		1.31868
6.094		0.01025		1.45525
6.096		0.01025		0.456924
6.098		0.01025		2.22659
6.1		0.01022		0.874983
6.102		0.01021		0.4661
6.104		0.01021		2.07707
6.106		0.01021		0.5638
6.108		0.0102		2.07707
6.11		0.0102		0.441
6.112		0.01018		0.454225
6.114		0.01016		2.79876
6.116		0.01016		0.767297
6.118		0.01014		0.571087
6.12		0.01013		1.25958
6.122		0.01011		1.45525
6.124		0.01009		0.749754
6.126		0.01007		0.874983
6.128		0.01006		3.64621
6.13		0.01003		1.82446
6.132		0.01001		0.533033
6.134		0.01001		3.64621
6.136		0.01		1.45525
6.138		0.01		1.25958
6.14		0.00999		7.07921
6.142		0.00998		0.960539
6.144		0.00997		3.64621
6.146		0.00996		1.94375
6.148		0.00994		0.717638
6.15		0.00993		3.04436
6.152		0.00992		0.594298
6.154		0.00991		0.689299
6.156		0.0099		0.767297
6.158		0.00988		0.652324
6.16		0.00986		0.571087
6.162		0.00986		2.79876
6.164		0.00985		0.602664
6.166		0.00983		1.384
6.168		0.00982		0.930041
6.17		0.00982		2.07707
6.172		0.0098		1.31868
6.174		0.00977		1.10979
6.176		0.00977		0.533033
6.178		0.00976		1.20533
6.18		0.00975		0.767297
6.182		0.00975		0.901433
6.184		0.00975		2.07707
6.186		0.00973		1.20533
6.188		0.0097		0.676344
6.19		0.00969		1.20533
6.192		0.00965		0.557053
6.194		0.00965		0.557053
6.196		0.00965		0.522237
6.198		0.00962		1.384
6.2		0.0096		0.571087
6.202		0.00959		2.79876
6.204		0.00958		2.79876
6.206		0.00957		0.806161
6.208		0.00957		1.1554
6.21		0.00954		2.58447
6.212		0.00954		0.767297
6.214		0.00954		1.02936
6.216		0.00954		0.78619
6.218		0.00953		8.07781
6.22		0.00953		0.717638
6.222		0.00953		0.993465
6.224		0.00952		0.5387
6.226		0.0095		0.494708
6.228		0.0095		0.4661
6.23		0.00947		0.544638
6.232		0.00947		1.62123
6.234		0.00945		1.45525
6.236		0.00945		0.5387
6.238		0.00944		0.767297
6.24		0.00942		0.557053
6.242		0.00938		1.53405
6.244		0.00936		0.960539
6.246		0.00935		0.767297
6.248		0.00932		0.78619
6.25		0.00931		1.10979
6.252		0.00929		2.58447
6.254		0.00928		2.58447
6.256		0.00927		1.71758
6.258		0.00927		0.717638
6.26		0.00924		0.78619
6.262		0.00924		0.544638
6.264		0.00924		4.95518
6.266		0.00924		2.39473
6.268		0.00923		1.20533
6.27		0.00922		0.993465
6.272		0.00921		0.689299
6.274		0.0092		0.767297
6.276		0.00919		0.544638
6.278		0.00919		0.454225
6.28		0.00919		0.512521
6.282		0.00918		1.02936
6.284		0.00917		0.850423
6.286		0.00917		3.64621
6.288		0.00916		1.45525
6.29		0.00916		0.469339
6.292		0.00915		1.06795
6.294		0.00913		1.45525
6.296		0.00913		0.993465
6.298		0.00911		1.10979
6.3		0.00911		5.54624
6.302		0.0091		4.45049
6.304		0.00909		0.652324
6.306		0.00908		0.676344
6.308		0.00908		1.10979
6.31		0.00907		3.04436
6.312		0.00905		0.631003
6.314		0.00903		0.611571
6.316		0.00901		2.58447
6.318		0.00899		1.25958
6.32		0.00899		0.5387
6.322		0.00897		0.436412
6.324		0.00896		0.652324
6.326		0.00894		1.10979
6.328		0.00894		2.58447
6.33		0.00894		0.544638
6.332		0.00894		0.767297
6.334		0.00894		2.79876
6.336		0.00894		3.32504
6.338		0.00893		2.58447
6.34		0.00892		1.25958
6.342		0.0089		2.79876
6.344		0.0089		1.53405
6.346		0.0089		1.53405
6.348		0.00888		0.993465
6.35		0.00887		0.827483
6.352		0.00886		1.384
6.354		0.00885		0.78619
6.356		0.00883		0.767297
6.358		0.00883		0.602664
6.36		0.00882		3.32504
6.362		0.00882		0.874983
6.364		0.00881		1.31868
6.366		0.00881		1.31868
6.368		0.00879		3.64621
6.37		0.00879		0.767297
6.372		0.00879		1.94375
6.374		0.00878		0.960539
6.376		0.00877		0.550845
6.378		0.00877		2.58447
6.38		0.00876		3.64621
6.382		0.00875		0.689299
6.384		0.00874		1.45525
6.386		0.00872		0.499027
6.388		0.00871		3.04436
6.39		0.00871		0.78619
6.392		0.00871		3.04436
6.394		0.00871		0.767297
6.396		0.00869		0.652324
6.398		0.00869		2.58447
6.4		0.00868		4.01866
6.402		0.00868		2.07707
6.404		0.00868		0.993465
6.406		0.00868		0.960539
6.408		0.00867		2.39473
6.41		0.00866		0.443699
6.412		0.00863		1.10979
6.414		0.00862		0.78619
6.416		0.00862		0.544638
6.418		0.00859		0.641259
6.42		0.00859		0.703063
6.422		0.00856		0.749754
6.424		0.00856		3.04436
6.426		0.00856		1.06795
6.428		0.00856		2.22659
6.43		0.00854		1.20533
6.432		0.00854		0.641259
6.434		0.00852		1.94375
6.436		0.00852		0.494708
6.438		0.00852		0.652324
6.44		0.00849		2.79876
6.442		0.00848		0.78619
6.444		0.00848		0.827483
6.446		0.00846		0.503345
6.448		0.00844		1.31868
6.45		0.00842		1.20533
6.452		0.00842		0.454225
6.454		0.00842		1.82446
6.456		0.00841		2.07707
6.458		0.0084		0.544638
6.46		0.00839		3.04436
6.462		0.00837		0.49066
6.464		0.00834		1.25958
6.466		0.00833		0.689299
6.468		0.00832		1.10979
6.47		0.0083		0.749754
6.472		0.00829		0.544638
6.474		0.00828		0.594298
6.476		0.00827		0.652324
6.478		0.00827		1.25958
6.48		0.00822		0.767297
6.482		0.0082		4.45049
6.484		0.00819		1.20533
6.486		0.00818		2.79876
6.488		0.00818		1.31868
6.49		0.00818		4.01866
6.492		0.00818		0.533033
6.494		0.00817		0.993465
6.496		0.00816		1.06795
6.498		0.00815		1.25958
6.5		0.00814		1.45525
6.502		0.00812		1.62123
6.504		0.00811		3.32504
6.506		0.00811		2.07707
6.508		0.00811		0.557053
6.51		0.00809		2.22659
6.512		0.00808		0.960539
6.514		0.00808		1.384
6.516		0.00808		1.10979
6.518		0.00806		1.82446
6.52		0.00804		0.476086
6.522		0.00803		3.32504
6.524		0.00803		5.54624
6.526		0.00803		4.45049
6.528		0.00803		0.652324
6.53		0.00801		0.930041
6.532		0.00801		4.95518
6.534		0.00801		0.78619
6.536		0.008		0.827483
6.538		0.00799		1.82446
6.54		0.00799		10.7686
6.542		0.00798		2.22659
6.544		0.00798		0.663929
6.546		0.00796		0.767297
6.548		0.00796		0.499027
6.55		0.00796		1.71758
6.552		0.00796		0.78619
6.554		0.00795		9.28961
6.556		0.00794		1.82446
6.558		0.00794		1.20533
6.56		0.00792		0.901433
6.562		0.00792		1.53405
6.564		0.00792		0.733291
6.566		0.00791		1.25958
6.568		0.00791		2.79876
6.57		0.00791		0.512521
6.572		0.0079		0.717638
6.574		0.0079		1.62123
6.576		0.0079		1.53405
6.578		0.0079		0.571087
6.58		0.00788		1.06795
6.582		0.00788		4.01866
6.584		0.00788		0.544638
6.586		0.00787		0.901433
6.588		0.00787		4.45049
6.59		0.00787		0.621017
6.592		0.00786		0.767297
6.594		0.00786		2.79876
6.596		0.00786		0.703063
6.598		0.00785		1.1554
6.6		0.00785		3.04436
6.602		0.00783		2.22659
6.604		0.00782		1.25958
6.606		0.00781		2.79876
6.608		0.00781		1.71758
6.61		0.00781		0.717638
6.612		0.00781		1.82446
6.614		0.0078		1.53405
6.616		0.00779		1.31868
6.618		0.00778		1.25958
6.62		0.00776		0.436412
6.622		0.00776		2.22659
6.624		0.00776		3.64621
6.626		0.00776		1.94375
6.628		0.00775		0.993465
6.63		0.00773		2.58447
6.632		0.00772		1.31868
6.634		0.0077		0.78619
6.636		0.00769		1.94375
6.638		0.00769		0.578374
6.64		0.00767		0.767297
6.642		0.00765		1.06795
6.644		0.00764		3.32504
6.646		0.00764		4.01866
6.648		0.00763		1.71758
6.65		0.00759		0.901433
6.652		0.00759		0.733291
6.654		0.00759		3.32504
6.656		0.00759		1.10979
6.658		0.00757		7.07921
6.66		0.00757		0.594298
6.662		0.00755		0.78619
6.664		0.00754		0.652324
6.666		0.00753		0.483103
6.668		0.00752		0.550845
6.67		0.00752		0.78619
6.672		0.00751		4.95518
6.674		0.00751		1.71758
6.676		0.00751		0.663929
6.678		0.0075		1.02936
6.68		0.0075		2.58447
6.682		0.0075		0.827483
6.684		0.0075		0.663929
6.686		0.00747		0.5387
6.688		0.00747		0.499027
6.69		0.00744		2.07707
6.692		0.00743		2.39473
6.694		0.00742		0.930041
6.696		0.00742		3.64621
6.698		0.00742		4.01866
6.7		0.00739		0.850423
6.702		0.00738		1.02936
6.704		0.00737		1.06795
6.706		0.00736		1.02936
6.708		0.00736		1.1554
6.71		0.00734		0.544638
6.712		0.00734		0.78619
6.714		0.00733		0.78619
6.716		0.00733		0.472577
6.718		0.0073		1.71758
6.72		0.00729		0.78619
6.722		0.00726		0.767297
6.724		0.00724		0.78619
6.726		0.00723		0.78619
6.728		0.0072		3.64621
6.73		0.00719		0.544638
6.732		0.00718		0.78619
6.734		0.00718		2.79876
6.736		0.00716		0.5387
6.738		0.00715		0.703063
6.74		0.00715		0.703063
6.742		0.00712		1.384
6.744		0.00712		1.71758
6.746		0.00711		0.806161
6.748		0.00711		3.64621
6.75		0.00711		0.78619
6.752		0.0071		0.767297
6.754		0.00709		0.479595
6.756		0.00709		0.5387
6.758		0.00707		0.676344
6.76		0.00707		0.717638
6.762		0.00707		1.1554
6.764		0.00705		0.456924
6.766		0.00705		1.02936
6.768		0.00705		0.78619
6.77		0.00704		4.95518
6.772		0.00703		0.767297
6.774		0.00702		0.517379
6.776		0.00702		0.550845
6.778		0.00701		0.448827
6.78		0.00699		0.5387
6.782		0.00699		0.78619
6.784		0.00699		0.611571
6.786		0.00699		1.53405
6.788		0.00698		5.54624
6.79		0.00697		0.631003
6.792		0.00696		0.533033
6.794		0.00696		1.384
6.796		0.00696		1.1554
6.798		0.00696		2.22659
6.8		0.00695		0.767297
6.802		0.00695		3.04436
6.804		0.00695		0.733291
6.806		0.00694		0.703063
6.808		0.00693		1.82446
6.81		0.00692		0.602664
6.812		0.00692		0.960539
6.814		0.00691		0.703063
6.816		0.00691		0.652324
6.818		0.0069		1.94375
6.82		0.0069		5.54624
6.822		0.00688		0.631003
6.824		0.00688		1.10979
6.826		0.00688		0.874983
6.828		0.00687		0.557053
6.83		0.00687		0.930041
6.832		0.00687		0.850423
6.834		0.00686		1.02936
6.836		0.00686		0.767297
6.838		0.00686		0.749754
6.84		0.00684		1.31868
6.842		0.00683		0.533033
6.844		0.00681		0.767297
6.846		0.0068		1.71758
6.848		0.0068		0.960539
6.85		0.00679		2.22659
6.852		0.00678		0.767297
6.854		0.00678		0.533033
6.856		0.00678		0.78619
6.858		0.00678		0.5387
6.86		0.00677		1.384
6.862		0.00677		1.62123
6.864		0.00675		1.31868
6.866		0.00675		3.04436
6.868		0.00674		0.733291
6.87		0.00674		0.621017
6.872		0.00672		1.02936
6.874		0.00672		0.733291
6.876		0.00672		1.53405
6.878		0.00671		0.557053
6.88		0.00669		2.79876
6.882		0.00669		0.733291
6.884		0.00669		1.31868
6.886		0.00667		1.82446
6.888		0.00667		1.1554
6.89		0.00666		0.874983
6.892		0.00665		0.652324
6.894		0.00663		0.448827
6.896		0.0066		1.31868
6.898		0.0066		0.733291
6.9		0.00659		0.78619
6.902		0.00657		2.07707
6.904		0.00655		0.472577
6.906		0.00655		4.01866
6.908		0.00655		0.993465
6.91		0.00654		0.652324
6.912		0.00652		1.31868
6.914		0.00652		0.717638
6.916		0.00651		3.04436
6.918		0.0065		0.749754
6.92		0.00649		1.25958
6.922		0.00649		1.31868
6.924		0.00647		0.703063
6.926		0.00647		0.78619
6.928		0.00647		2.79876
6.93		0.00647		0.993465
6.932		0.00647		2.58447
6.934		0.00647		2.39473
6.936		0.00647		1.31868
6.938		0.00645		0.767297
6.94		0.00645		2.39473
6.942		0.00645		1.06795
6.944		0.00645		0.527635
6.946		0.00644		0.512521
6.948		0.00644		1.02936
6.95		0.00644		1.20533
6.952		0.00642		0.652324
6.954		0.00642		0.652324
6.956		0.00642		0.631003
6.958		0.00642		3.64621
6.96		0.0064		0.494708
6.962		0.00639		0.960539
6.964		0.00638		2.22659
6.966		0.00637		0.827483
6.968		0.00637		1.71758
6.97		0.00636		5.54624
6.972		0.00635		2.58447
6.974		0.00634		0.611571
6.976		0.00632		0.621017
6.978		0.00631		0.663929
6.98		0.00631		1.384
6.982		0.0063		0.586201
6.984		0.0063		0.733291
6.986		0.0063		1.10979
6.988		0.0063		0.733291
6.99		0.0063		0.462861
6.992		0.00629		1.1554
6.994		0.00628		1.94375
6.996		0.00626		0.676344
6.998		0.00624		1.384
7		0.00624		0.611571
7.002		0.00621		0.749754
7.004		0.0062		0.522237
7.006		0.0062		0.631003
7.008		0.00618		0.767297
7.01		0.00618		1.62123
7.012		0.00617		0.499027
7.014		0.00616		0.703063
7.016		0.00615		4.01866
7.018		0.00615		3.64621
7.02		0.00615		4.01866
7.022		0.00614		1.82446
7.024		0.00614		2.58447
7.026		0.00613		0.5638
7.028		0.00613		3.32504
7.03		0.00613		1.02936
7.032		0.00611		0.448827
7.034		0.00611		1.53405
7.036		0.00611		2.22659
7.038		0.0061		0.611571
7.04		0.0061		0.594298
7.042		0.00608		0.459893
7.044		0.00608		0.507663
7.046		0.00608		0.703063
7.048		0.00608		0.827483
7.05		0.00607		2.22659
7.052		0.00607		1.31868
7.054		0.00607		0.806161
7.056		0.00606		0.901433
7.058		0.00605		2.07707
7.06		0.00604		4.01866
7.062		0.00603		0.544638
7.064		0.00602		1.02936
7.066		0.00601		1.06795
7.068		0.00601		0.901433
7.07		0.00601		1.1554
7.072		0.006		0.874983
7.074		0.00599		0.993465
7.076		0.00599		0.454225
7.078		0.00599		2.39473
7.08		0.00598		0.5638
7.082		0.00598		0.806161
7.084		0.00598		1.1554
7.086		0.00597		1.71758
7.088		0.00596		0.767297
7.09		0.00596		1.02936
7.092		0.00595		7.07921
7.094		0.00594		1.45525
7.096		0.00594		0.733291
7.098		0.00593		0.767297
7.1		0.00593		3.32504
7.102		0.00593		1.384
7.104		0.00592		1.25958
7.106		0.00592		2.58447
7.108		0.00592		0.652324
7.11		0.00591		0.717638
7.112		0.00591		0.767297
7.114		0.0059		1.02936
7.116		0.0059		0.5638
7.118		0.00589		0.78619
7.12		0.00589		0.827483
7.122		0.00588		4.01866
7.124		0.00587		1.45525
7.126		0.00585		0.544638
7.128		0.00584		1.62123
7.13		0.00583		2.79876
7.132		0.00582		0.5638
7.134		0.00582		0.557053
7.136		0.00582		1.62123
7.138		0.0058		0.641259
7.14		0.00579		1.31868
7.142		0.00579		0.594298
7.144		0.00578		0.621017
7.146		0.00577		1.25958
7.148		0.00577		1.1554
7.15		0.00576		6.24525
7.152		0.00576		1.20533
7.154		0.00575		1.94375
7.156		0.00575		1.31868
7.158		0.00574		0.472577
7.16		0.00573		1.94375
7.162		0.00572		2.07707
7.164		0.00572		3.04436
7.166		0.00571		0.767297
7.168		0.0057		0.631003
7.17		0.0057		0.578374
7.172		0.0057		0.767297
7.174		0.00569		1.31868
7.176		0.00569		0.874983
7.178		0.00569		0.874983
7.18		0.00568		1.53405
7.182		0.00567		0.448827
7.184		0.00567		0.874983
7.186		0.00566		0.703063
7.188		0.00565		2.79876
7.19		0.00564		0.4661
7.192		0.00564		0.703063
7.194		0.00564		0.586201
7.196		0.00563		1.31868
7.198		0.00563		0.676344
7.2		0.00563		0.717638
7.202		0.00562		0.641259
7.204		0.00562		0.993465
7.206		0.00562		0.631003
7.208		0.00561		2.39473
7.21		0.00561		0.621017
7.212		0.00561		0.578374
7.214		0.00561		0.641259
7.216		0.0056		0.733291
7.218		0.0056		0.78619
7.22		0.00558		2.58447
7.222		0.00557		1.45525
7.224		0.00557		0.806161
7.226		0.00557		1.45525
7.228		0.00556		4.01866
7.23		0.00556		7.07921
7.232		0.00556		0.631003
7.234		0.00556		0.767297
7.236		0.00556		2.58447
7.238		0.00556		2.39473
7.24		0.00556		2.07707
7.242		0.00556		2.79876
7.244		0.00556		0.850423
7.246		0.00556		1.384
7.248		0.00554		0.767297
7.25		0.00554		1.1554
7.252		0.00554		0.901433
7.254		0.00554		2.22659
7.256		0.00554		1.45525
7.258		0.00551		0.631003
7.26		0.00551		2.22659
7.262		0.00551		1.53405
7.264		0.00551		0.476086
7.266		0.00549		0.479595
7.268		0.00548		0.767297
7.27		0.00548		4.01866
7.272		0.00548		0.960539
7.274		0.00548		0.578374
7.276		0.00546		3.64621
7.278		0.00546		1.94375
7.28		0.00545		0.806161
7.282		0.00544		3.64621
7.284		0.00544		1.53405
7.286		0.00544		0.676344
7.288		0.00543		0.767297
7.29		0.00543		0.689299
7.292		0.00542		0.641259
7.294		0.00541		1.53405
7.296		0.0054		0.749754
7.298		0.0054		0.5387
7.3		0.00539		1.10979
7.302		0.00538		0.767297
7.304		0.00538		0.749754
7.306		0.00537		2.58447
7.308		0.00536		1.06795
7.31		0.00535		0.767297
7.312		0.00535		1.62123
7.314		0.00535		0.689299
7.316		0.00535		0.960539
7.318		0.00534		0.993465
7.32		0.00533		4.01866
7.322		0.00531		0.703063
7.324		0.0053		5.54624
7.326		0.0053		0.733291
7.328		0.00529		0.499027
7.33		0.00529		0.486882
7.332		0.00528		1.1554
7.334		0.00528		1.94375
7.336		0.00527		0.594298
7.338		0.00527		3.64621
7.34		0.00526		0.901433
7.342		0.00526		0.993465
7.344		0.00525		0.456924
7.346		0.00524		2.07707
7.348		0.00521		0.930041
7.35		0.0052		1.1554
7.352		0.00519		0.767297
7.354		0.00519		0.476086
7.356		0.00517		4.45049
7.358		0.00516		0.652324
7.36		0.00516		1.82446
7.362		0.00515		0.767297
7.364		0.00515		0.78619
7.366		0.00515		1.45525
7.368		0.00515		0.5638
7.37		0.00514		1.45525
7.372		0.00512		1.02936
7.374		0.0051		0.767297
7.376		0.00509		0.544638
7.378		0.00508		0.717638
7.38		0.00508		2.39473
7.382		0.00507		0.850423
7.384		0.00507		14.879
7.386		0.00507		1.384
7.388		0.00507		2.58447
7.39		0.00507		1.71758
7.392		0.00507		0.578374
7.394		0.00507		0.571087
7.396		0.00506		0.663929
7.398		0.00505		1.384
7.4		0.00505		2.58447
7.402		0.00505		2.07707
7.404		0.00504		3.32504
7.406		0.00504		3.32504
7.408		0.00504		0.806161
7.41		0.00504		4.95518
7.412		0.00504		0.733291
7.414		0.00503		2.39473
7.416		0.00502		0.806161
7.418		0.00502		0.479595
7.42		0.00502		1.20533
7.422		0.00501		0.621017
7.424		0.00501		0.512521
7.426		0.00501		0.78619
7.428		0.005		1.62123
7.43		0.00499		2.58447
7.432		0.00499		0.676344
7.434		0.00498		0.507663
7.436		0.00496		2.58447
7.438		0.00496		0.631003
7.44		0.00496		0.486882
7.442		0.00496		0.960539
7.444		0.00495		1.02936
7.446		0.00495		2.07707
7.448		0.00495		0.522237
7.45		0.00494		2.58447
7.452		0.00493		0.78619
7.454		0.00492		1.02936
7.456		0.00492		0.544638
7.458		0.00492		1.53405
7.46		0.0049		2.79876
7.462		0.0049		1.62123
7.464		0.00489		0.767297
7.466		0.00488		0.652324
7.468		0.00488		2.58447
7.47		0.00488		1.45525
7.472		0.00488		5.54624
7.474		0.00488		0.578374
7.476		0.00487		0.631003
7.478		0.00487		4.45049
7.48		0.00485		2.07707
7.482		0.00485		0.767297
7.484		0.00485		0.676344
7.486		0.00484		6.24525
7.488		0.00484		0.631003
7.49		0.00484		2.07707
7.492		0.00482		0.533033
7.494		0.00482		0.749754
7.496		0.00481		0.767297
7.498		0.00481		0.767297
7.5		0.00479		0.522237
7.502		0.00478		1.82446
7.504		0.00478		0.733291
7.506		0.00478		0.717638
7.508		0.00477		0.850423
7.51		0.00477		1.62123
7.512		0.00477		1.10979
7.514		0.00477		2.39473
7.516		0.00477		8.07781
7.518		0.00477		0.993465
7.52		0.00476		0.663929
7.522		0.00476		0.49066
7.524		0.00476		0.611571
7.526		0.00476		2.58447
7.528		0.00476		1.10979
7.53		0.00474		3.04436
7.532		0.00474		3.32504
7.534		0.00474		4.01866
7.536		0.00473		2.79876
7.538		0.00473		0.901433
7.54		0.00473		1.10979
7.542		0.00472		2.07707
7.544		0.00472		0.78619
7.546		0.00472		0.78619
7.548		0.00471		1.62123
7.55		0.0047		0.527635
7.552		0.00469		0.960539
7.554		0.00469		1.62123
7.556		0.00469		0.479595
7.558		0.00469		0.78619
7.56		0.00469		0.550845
7.562		0.00468		2.58447
7.564		0.00468		4.95518
7.566		0.00468		2.07707
7.568		0.00466		0.476086
7.57		0.00465		0.5638
7.572		0.00465		3.32504
7.574		0.00464		0.960539
7.576		0.00464		3.64621
7.578		0.00464		0.533033
7.58		0.00464		0.930041
7.582		0.00464		0.930041
7.584		0.00463		0.767297
7.586		0.00463		0.993465
7.588		0.00463		0.5387
7.59		0.00463		0.850423
7.592		0.0046		0.49066
7.594		0.0046		1.31868
7.596		0.00459		1.53405
7.598		0.00459		0.494708
7.6		0.00459		6.24525
7.602		0.00459		0.960539
7.604		0.00459		1.82446
7.606		0.00459		1.1554
7.608		0.00459		1.20533
7.61		0.00459		3.32504
7.612		0.00459		0.993465
7.614		0.00458		1.25958
7.616		0.00458		0.5638
7.618		0.00458		3.64621
7.62		0.00458		2.07707
7.622		0.00458		4.01866
7.624		0.00458		0.586201
7.626		0.00458		1.10979
7.628		0.00458		0.806161
7.63		0.00456		1.45525
7.632		0.00456		0.494708
7.634		0.00454		2.58447
7.636		0.00454		0.550845
7.638		0.00453		0.522237
7.64		0.00452		0.611571
7.642		0.00452		0.901433
7.644		0.00452		4.95518
7.646		0.00452		0.767297
7.648		0.00452		0.522237
7.65		0.00452		0.901433
7.652		0.00452		1.20533
7.654		0.00452		2.58447
7.656		0.0045		0.586201
7.658		0.00449		2.22659
7.66		0.00448		12.5958
7.662		0.00447		0.703063
7.664		0.00447		0.443699
7.666		0.00445		0.571087
7.668		0.00444		5.54624
7.67		0.00443		0.960539
7.672		0.00443		1.384
7.674		0.00443		1.71758
7.676		0.00443		2.79876
7.678		0.00442		0.703063
7.68		0.0044		0.827483
7.682		0.0044		5.54624
7.684		0.0044		1.1554
7.686		0.00439		1.53405
7.688		0.00439		1.53405
7.69		0.00439		1.45525
7.692		0.00437		0.850423
7.694		0.00437		0.544638
7.696		0.00436		0.641259
7.698		0.00435		1.10979
7.7		0.00434		0.578374
7.702		0.00434		0.494708
7.704		0.00433		1.25958
7.706		0.00432		3.64621
7.708		0.00432		0.767297
7.71		0.00431		3.64621
7.712		0.0043		1.20533
7.714		0.0043		0.641259
7.716		0.0043		3.32504
7.718		0.00429		1.06795
7.72		0.00429		1.45525
7.722		0.00429		3.32504
7.724		0.00428		1.25958
7.726		0.00428		1.25958
7.728		0.00427		1.20533
7.73		0.00425		0.533033
7.732		0.00425		1.82446
7.734		0.00424		1.10979
7.736		0.00424		0.507663
7.738		0.00424		0.517379
7.74		0.00424		1.06795
7.742		0.00421		0.930041
7.744		0.00421		0.901433
7.746		0.0042		0.78619
7.748		0.00419		1.10979
7.75		0.00419		0.993465
7.752		0.00419		1.06795
7.754		0.00419		1.62123
7.756		0.00418		1.82446
7.758		0.00418		0.544638
7.76		0.00418		0.49066
7.762		0.00417		0.689299
7.764		0.00415		0.827483
7.766		0.00415		0.806161
7.768		0.00414		0.78619
7.77		0.00414		0.663929
7.772		0.00414		0.901433
7.774		0.00414		0.78619
7.776		0.00414		3.32504
7.778		0.00414		4.01866
7.78		0.00414		0.503345
7.782		0.00413		2.39473
7.784		0.00413		7.07921
7.786		0.00413		2.39473
7.788		0.00413		8.07781
7.79		0.00413		4.45049
7.792		0.00413		4.95518
7.794		0.00412		4.95518
7.796		0.00412		0.517379
7.798		0.00412		0.550845
7.8		0.00412		1.45525
7.802		0.00411		0.621017
7.804		0.00411		0.901433
7.806		0.00409		0.901433
7.808		0.00407		1.82446
7.81		0.00406		1.31868
7.812		0.00406		3.64621
7.814		0.00406		1.384
7.816		0.00404		0.499027
7.818		0.00404		1.94375
7.82		0.00404		2.39473
7.822		0.00404		0.960539
7.824		0.00404		1.53405
7.826		0.00403		0.827483
7.828		0.00402		1.02936
7.83		0.00401		0.5638
7.832		0.004		0.456924
7.834		0.004		4.45049
7.836		0.004		2.39473
7.838		0.004		3.32504
7.84		0.004		0.827483
7.842		0.004		0.5638
7.844		0.00399		0.78619
7.846		0.00397		1.71758
7.848		0.00397		0.78619
7.85		0.00397		0.749754
7.852		0.00397		0.586201
7.854		0.00395		0.993465
7.856		0.00395		1.20533
7.858		0.00395		1.384
7.86		0.00395		0.767297
7.862		0.00393		0.78619
7.864		0.00393		0.641259
7.866		0.00393		1.62123
7.868		0.00393		1.384
7.87		0.00391		0.527635
7.872		0.00389		0.503345
7.874		0.00389		0.78619
7.876		0.00386		0.663929
7.878		0.00385		2.39473
7.88		0.00384		0.527635
7.882		0.00383		2.22659
7.884		0.00382		0.663929
7.886		0.00382		1.45525
7.888		0.00381		0.717638
7.89		0.00381		0.78619
7.892		0.0038		1.71758
7.894		0.0038		2.79876
7.896		0.0038		0.448827
7.898		0.0038		1.02936
7.9		0.0038		0.527635
7.902		0.0038		0.78619
7.904		0.00379		0.631003
7.906		0.00379		0.486882
7.908		0.00378		3.32504
7.91		0.00378		0.874983
7.912		0.00378		1.45525
7.914		0.00377		0.767297
7.916		0.00377		0.767297
7.918		0.00375		0.578374
7.92		0.00374		4.95518
7.922		0.00374		1.1554
7.924		0.00373		1.25958
7.926		0.0037		1.31868
7.928		0.0037		0.901433
7.93		0.0037		0.930041
7.932		0.0037		1.1554
7.934		0.00369		0.571087
7.936		0.00369		3.32504
7.938		0.00368		1.94375
7.94		0.00368		0.78619
7.942		0.00368		0.78619
7.944		0.00368		7.07921
7.946		0.00367		2.58447
7.948		0.00367		0.901433
7.95		0.00367		1.45525
7.952		0.00367		1.53405
7.954		0.00367		0.5387
7.956		0.00366		1.71758
7.958		0.00366		0.621017
7.96		0.00366		0.733291
7.962		0.00365		0.874983
7.964		0.00365		1.94375
7.966		0.00365		0.594298
7.968		0.00365		0.631003
7.97		0.00365		0.512521
7.972		0.00365		3.04436
7.974		0.00365		0.827483
7.976		0.00364		4.45049
7.978		0.00364		0.874983
7.98		0.00364		2.79876
7.982		0.00363		0.850423
7.984		0.00363		0.499027
7.986		0.00362		3.04436
7.988		0.00361		0.993465
7.99		0.0036		2.22659
7.992		0.0036		0.901433
7.994		0.00359		0.767297
7.996		0.00359		2.39473
